feature_id	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	A15M_R1	A15M_R2	A15M_R3	A45M_R1	A45M_R2	A45M_R3	A5M_R1	A5M_R2	A5M_R3	M_R1	M_R2	M_R3	PPL_R1
FT00121	153.113743480669	153.113551916782	153.11382503132	652.332797068969	641.529602159099	662.607646705288	24407152.8541919	54055027.0575811	45962980.483035	38527502.9258703	59632525.9822827	87882893.5526643	49828499.3789038	36571899.7998656	78912581.0355849	27809583.7589148	21261310.9274048	111329523.885087	26811008.6354348
FT00122	153.11375680064	153.113355946255	153.113908097322	679.771781512812	673.816103769314	684.923948944135	6055293.82840418	8801591.8883905	25698802.3855592	9517294.77123095	24024844.4366018	23804352.6838669	16293052.0927221	16436530.2601175	17295149.2271546	5568660.66593851	7777819.99806821	29767415.0622814	28294454.9160001
FT00125	153.113684388041	153.113612924819	153.113801629306	668.950401476453	666.780607288727	670.706460237698	8196243.7340279	11405275.3201561	12734401.9173265	21828579.1993919	25703487.8386049	25876084.1667824	19692772.1269342	27624544.4006003	20821311.1806469	19012973.0349421	15359340.7532199	30270884.2277338	21169563.6844495
FT00126	153.113617394762	153.113601499226	153.113641546005	633.059120015082	631.54208927132	637.233786230178	10470476.7325799	30323486.0850438	34699112.7309183	21275556.7775237	23141369.3173805	28209446.663014	14595845.9825884	36891994.0510478	28144428.3037972	25363851.914678	25057492.2103359	33088652.1645395	26607625.8321614
FT00127	153.127621577903	153.127621577903	153.127621577903	503.31494373875	503.31494373875	503.31494373875	2391106.31594613	1443627.45451833	1339453.99154493	1322358.19555398	1618106.81016205	1682970.39216717	2194244.17369636	1586904.82608994	1373679.66016157	1873956.7862259	2307927.18840622	1476329.04677757	7439277.95530874
FT00128	153.138754794402	153.138713504969	153.138854761493	832.957111491108	822.919816711417	834.021557306021	65426363.5707762	17471124.7225125	14275958.4511744	15212377.9605669	14370335.146065	10089388.7136697	62299088.7996562	51896257.3443147	38454252.6463515	11529679.2393138	22686677.2385237	46037933.079985	14487794.7166878
FT00129	153.138705449372	153.138628326662	153.13884820761	746.493017208079	742.269760920829	755.147468358188	110972761.083161	72413227.697435	48616370.3601952	55465254.8807028	278540185.203257	125177237.809234	29823970.9773599	62499128.7281811	33392295.5713934	26478968.2597249	19066054.6892946	51630269.0841682	55493928.1112728
FT00130	153.138809648666	153.138673616499	153.1388825767	769.430215075916	765.34481251203	779.685553451146	82226658.8891919	102250335.434432	85616219.9880044	72355877.1994524	89805955.8689914	34526118.5818908	43762587.6286748	41919365.5412358	79947923.7904518	108020866.837082	17049970.7811161	22664455.3096479	14536888.9553758
FT00132	153.138760562478	153.138719832415	153.138785080135	788.213876120329	784.050413690572	791.737515468266	52994777.0761529	44306227.3915073	46539330.4202275	47265895.578632	49360535.7164212	47783575.952092	34042238.3688311	26956430.5121131	48071106.6747789	42642781.9165369	50349571.8237212	44614536.7413954	31103733.248547
FT00133	153.138793293405	153.138695439135	153.138939726272	715.072363983286	713.318981004952	721.014144365992	107578146.823417	105967471.704167	111888435.47553	107341085.130435	112868886.804204	114220086.875191	93132284.0619001	48330882.8181391	113037384.070426	108596252.609112	102342267.11277	79813683.2621984	69651922.3510398
FT00134	153.138786314725	153.138777755363	153.139118044218	680.394317216902	676.076168761849	682.494428132517	38516611.1824181	62271539.2827049	73448724.9069172	72481543.0129971	16872484.0892459	74189795.9345702	66925411.5004598	70465383.2030549	71391325.0662543	80456553.5475974	63890923.4492061	76056371.5263744	85531893.7900155
FT00135	153.138858188227	153.13883855337	153.13886095935	187.211931056805	186.709343385723	187.551039797529	4562369.46608557	4749197.1276312	4951588.33552302	10798868.6235544	9724769.05274368	10607221.3756783	2274909.10902376	2053695.79356646	1882339.88368244	868671.221895312	677213.324127092	836927.965713674	1807754.85889973
FT00136	153.138800523452	153.13870427825	153.138868706768	815.136381752138	808.233292150645	817.016702030091	46320730.977507	44664691.2235173	47486921.0713648	29157828.3149253	48765602.5848198	76768388.5309153	46144015.1048313	45163282.4806818	46808514.8853507	41798966.4795917	34125816.4030266	47463701.3736512	29798595.9152645
FT00137	153.138855056555	153.138794269438	153.138959205256	642.434720068264	637.26534760547	643.955389094134	18467715.1461029	33971118.5259635	34228868.8266759	34789910.3969104	33498281.6807626	33095353.9806997	30528187.9563716	31712833.2279718	35394704.8862339	26063594.5752659	26960017.9900229	30908402.9501554	27322592.7440908
FT00138	153.138807884535	153.138705788134	153.138909980936	618.098453820703	618.000321632682	618.196586008724	34767544.0690515	38777156.5267356	36683629.6233046	40773034.8937357	37945038.7449839	37297844.7539596	35582668.3479076	38050023.2165753	38846483.112422	9871239.03278072	33914002.0789441	36776387.2884114	57989865.4440556
FT00140	153.138960083375	153.138960083375	153.138960083375	549.106933448412	549.106933448412	549.106933448412	10543278.80527	11462897.2661903	11414545.0392117	11614595.9641152	10996095.9497909	10546788.7684214	10211475.5862549	11358458.7825478	11461529.1666535	12106152.8644431	9604834.16247129	10564760.6161324	19422636.7374436
FT00165	154.990308851079	154.983970870365	154.990365872184	837.874618340406	837.298232667064	840.28854059547	40013001.2690202	36418683.0218862	42086666.5866113	30772850.9987534	29790139.1006046	32639565.8004776	42076025.0809386	33740909.7324935	25758734.8349699	44399354.2789769	46430377.556865	41886078.5317722	38047890.0567206
FT00166	154.990472837646	154.990472837646	154.990472837646	88.7971916745519	88.7971916745519	88.7971916745519	4238977.79959914	5119685.66784705	4682713.24941215	5071802.31825658	4812390.39179743	4432875.45400677	4196878.32662547	4490347.81190507	5073199.21964942	6437488.0409413	4240074.04369772	4661943.87508512	20021485.959822
FT00167	154.990436066011	154.990436066011	154.990436066011	27.239960621982	27.239960621982	27.239960621982	8806774.28571161	9668781.55889456	9278197.13312661	9729845.75979037	9031657.56480638	8956080.41625058	8631560.51373233	8884842.3031831	9829412.22376966	12033959.6407758	8455366.1529368	8945332.00653534	70918370.9481751
FT00168	154.99038120066	154.99038120066	154.99038120066	248.448896937967	248.448896937967	248.448896937967	2317655.3286363	3142438.63673108	2825074.89666494	2837150.65150721	2256919.48511031	2449892.57130077	2158868.68765244	2043200.83070798	2615705.51739066	3467492.45075731	1713574.45007948	1947523.12976457	19373690.4717151
FT00169	154.990453488548	154.990453488548	154.990453488548	62.5926035795033	62.5926035795033	62.5926035795033	7976201.94168953	9497636.36143017	9004565.48062727	9460170.40160144	8059278.77358208	8606420.51707997	8471047.72332841	8550879.93945734	9548769.670793	12546316.8567304	7488216.83343519	8778178.95243093	51110170.4705032
FT00170	154.990307445394	154.990206861981	154.996625087944	847.17906059547	845.811139690688	848.596486318985	13209411.8095099	11545038.3409232	11999505.215649	6139981.83007501	11467348.1646862	7339580.20630302	13692932.4219451	13086284.4466685	11168621.0302501	92680.8497607346	15568691.7788637	11689160.9800118	6278602.42688516
FT00174	155.070480086816	155.07038026173	155.070522457303	213.134850703165	212.60049861141	213.71610509728	15662422.8200909	16766676.0135904	13646191.602789	18755736.8936637	26178670.3560177	23968621.6695992	20613288.069041	20549269.8002423	18344766.8160342	17684458.5684896	18857146.6247764	19465405.3394464	649107.659857776
FT00175	155.070456815401	155.070399799442	155.070580562811	142.036475611195	141.519428086343	142.90466746858	7000994.37370192	9023518.14847528	9957846.11106024	5161970.06338609	4414689.55280599	4622694.73808456	8186052.03557376	7690339.47085819	7976755.95173134	7323598.30153019	8905736.2896109	8160302.95492835	591245.813398301
FT00178	155.154530058342	155.154472804388	155.154572088536	154.47072136208	153.794496039454	155.021036622885	9071838.02648517	8604222.11306685	9195431.02901958	10749107.5800648	11529892.8715219	10841722.6330435	9098975.50651262	8527486.78588174	9010976.1497356	8610538.24077125	8358385.31066686	8630108.57088836	78134.8869992726
FT00192	156.149624869807	156.149554150012	156.149650127605	38.6359389290975	38.3419253741431	39.2085475959565	1030071.39485415	841034.846175953	1427709.31359978	9404176.06737997	9828948.60722956	8903203.29221578	340299.029510874	325088.087973984	343548.069938214	NA	NA	NA	NA
FT00204	157.086198832955	157.08288984596	157.086261975357	163.334603552018	162.582532630382	164.302309300553	30293695.0849744	31413470.3386978	32401604.9738235	29926626.7325608	33630335.4907953	33845718.5257904	32542320.1275661	33755331.517681	33110705.7470003	28513042.7313919	32210913.0362765	33745814.5679232	1853013.47794291
FT00230	158.003177272264	158.003108509652	158.003261772784	35.4283716372136	34.8936983382234	36.2225668686079	2235472.34160286	2117477.16042044	2272513.11389868	5961524.81904745	6812652.82691413	6891842.41085105	1580865.35530267	1498815.91091173	1049132.62925174	1755901.59664942	2431274.83147172	2009464.74730607	391232.958740141
FT00235	158.096691147733	158.096512977776	158.096750567305	157.136113741196	156.603455646653	157.438892358727	7849690.52273862	8545285.74524455	8543133.20486861	8973706.55316503	8856395.43550262	8504181.83119457	9118616.62341835	9286127.50829568	7848395.48838541	8309410.48043695	9314386.17583364	9344241.0252066	450586.358247624
FT00237	158.15412071667	158.153958330901	158.154173096732	436.526800912126	435.77168385798	439.027818008035	29011086.4816731	32596504.3905196	35027159.7253064	24554520.5799237	28995486.135646	29628872.6086212	39885442.9595609	41112251.1986016	36911536.4754124	31136469.2761126	42901647.3640773	39037771.9295408	12903035.7769237
FT00245	158.961411359945	158.961360459218	158.9618275461	848.931587345847	837.298232667064	850.214233725768	3040090.83861295	3559359.83068121	2746258.01352781	3364888.97198228	3820913.77478563	3921013.98190142	3072545.1007589	2671377.20593263	3325463.60908034	2490404.86913254	3077820.1243283	2692688.27548605	2360890.5202776
FT00246	158.961595707424	158.961595707424	158.961595707424	26.023712621982	26.023712621982	26.023712621982	1464972.988131	1510106.78371893	1426671.33758652	1504792.93983183	1440319.21567755	1462877.61573235	1521325.5514132	1411165.29909578	1475224.40243516	1435957.48569179	1437422.03751732	1511038.59123373	1616432.75081125
FT00247	158.964021412063	158.963950012451	158.966530372505	40.0244737126041	33.286453497797	42.1041939221111	43617434.8101953	48404454.4011562	34402436.1245035	36156320.7459495	34459769.769414	32707909.5523181	36997253.2545103	40980852.295673	36264393.4239777	41396798.3473341	47119383.9229982	51279761.8630729	44325985.0995088
FT00277	160.075856501574	160.075815665639	160.075929494933	87.8673700150456	87.2854011354056	88.3103442360252	9906666.35841377	10133316.9171106	9482302.92382184	11025441.7831731	11035800.1683587	11421962.8916045	11203692.833302	10768756.7652849	11655170.6742202	11661636.7842519	11448439.1525292	11214427.2475041	252129.347498441
FT00290	161.063198169874	161.063136673083	161.063254055548	60.2292124447401	59.5707662287013	60.6793779953882	20883016.9898776	20765413.7687489	24235370.6135231	40577695.699902	41414571.3080431	36290833.9630693	30974049.1887231	26793839.5390138	30768314.9702924	29936387.4783959	30115941.5321575	29474577.2123867	NA
FT00291	161.063293074401	161.063218279085	161.063389730095	45.8075278285061	45.3471489820192	46.4280874844782	18120786.2914221	14378152.1327343	17608051.2937301	31243077.752811	30098971.9699446	28867528.825312	19413518.3851946	16600615.0485344	20243992.1069371	13967010.4971494	31818386.7201577	13750363.9417149	NA
FT00321	161.128521024504	161.128353737175	161.128560550027	37.5341798207249	37.3316130367332	37.9862180723704	3706716.33324489	3645625.07754451	3248834.97435974	13684648.8816038	13084193.103328	15697191.3882051	3103886.53141993	3233377.72953871	4129253.76595067	2894150.70485785	2719625.1581409	3242896.17112704	NA
FT00349	162.127941325746	162.127897989579	162.127985575157	131.910117952178	129.935841621	132.777811521605	7727003.38864815	10466156.4086072	7459218.1739755	19158709.2816366	19735519.320935	20899366.9275629	5744646.30124204	5437406.13279492	5189855.49014241	3528361.04121925	4013574.36486565	2959418.50248268	115282.86295024
FT00364	163.042462195116	163.042297727084	163.042650932445	107.41627010233	106.599433397946	115.084353538548	264666.841484255	122444.988864656	227097.282052442	12949848.1420204	17325778.209212	11755402.4051718	151661.941745395	157300.564347371	149546.762971158	501791.605461091	503900.70778305	433176.333724087	NA
FT00373	163.097919126594	163.097836992068	163.098097086522	787.059386989509	784.163666820178	791.536032803226	34259238.7467971	46190855.9337604	68419668.3507477	66093856.2106031	24645101.0225773	83457453.9947653	35531952.7220194	47858436.4387309	20705657.5082292	34822467.3169876	24702704.8390378	19911942.6602761	42642391.5787005
FT00374	163.097875745227	163.097770146619	163.097991091307	824.250145706238	812.242193318129	832.056639793236	25919408.3650462	34796695.7244671	30225248.5477794	50078218.2377801	48051070.4150588	46210594.8695259	10895699.59903	52788844.0608843	37006355.3609415	41881336.0081258	31826469.0060901	29499440.9710367	58000836.9424882
FT00375	163.09787801509	163.097715967115	163.098018383995	741.702561183352	730.837608682226	750.083052251222	13541572.8697851	48614670.0082584	43353234.1137456	15162365.5468476	109344446.284401	23073345.1828189	39050147.3799148	15765292.6925963	19147199.3380543	104376898.755389	60841027.2826409	24598213.8608949	67830426.01518
FT00376	163.098034542431	163.097959234168	163.098104543019	687.495526904145	684.906309929021	692.492215672772	74468440.480785	61050272.1295319	82746885.9430839	34780132.8372645	20234687.6518605	93512315.8868883	79892227.9809598	99629944.2065398	84934051.4631977	84100720.7472576	79672379.5625762	23415794.9072774	110038226.286228
FT00377	163.097908374962	163.097803561641	163.098051703558	802.232883611691	800.6971365233	805.140587650157	21025336.3404529	27896706.7760259	27461658.2474772	14133276.9511695	23145203.6444448	37394849.1952211	22559256.4819557	19976850.9327949	26275063.9528104	24221448.1437671	10258539.0982482	28893778.1359447	23973571.3231088
FT00378	163.098044578341	163.097935845656	163.098093486527	698.566074232986	694.508439633044	703.998187809408	34664562.7719276	42625447.73266	46874634.1181532	22835279.8911291	33513726.5252888	30169016.8083622	36718891.179579	46439408.5803275	84255358.1114935	103837415.757514	37248284.5022003	26748783.0011555	38242819.1066523
FT00379	163.098023525415	163.097861021589	163.098115960774	714.898928940931	707.3010848459	723.4287588084	45769795.8511567	59666340.3419391	50054009.6689376	49108219.3618685	29880864.4679554	79695899.9476789	45714437.9986594	44289082.5917675	55502275.1643351	35763920.615805	43348545.667204	31176623.3418835	19566350.9605928
FT00380	163.09798949162	163.09783840445	163.098135515943	759.976850908004	756.286293632022	766.261467893787	47613308.7879031	57896483.1625914	14882161.8734282	15436831.3135154	66775675.3512785	62693634.4778542	51613082.7266752	64693752.9858831	58077042.6492255	52928407.0098342	40872963.4933085	66717528.5811628	89096236.2734611
FT00381	163.111950411007	163.111752503641	163.112034406747	148.791350878216	148.208760676168	149.157462287679	12737247.0614593	11778155.1962962	11657276.3785433	4360907.16280547	3657140.60991906	3903617.52921526	13538447.649454	11426836.7779079	12327034.5368667	12105565.5938829	12473195.7889143	13036439.5412682	761535.262063137
FT00386	163.12315813735	163.12305648121	163.123182871586	117.990708829077	117.380690880156	118.251700373095	5140989.54871358	5257053.40757058	5326125.02719192	18174753.4659427	20207350.5850134	19204935.4415377	2518859.49431683	2569209.86496972	2117192.12003662	146781.96485238	203845.349507276	164583.007822899	248677.772485572
FT00388	163.133050433458	163.133050433458	163.133050433458	27.239960621982	27.239960621982	27.239960621982	416132.686412898	417126.424670073	433291.288925217	479295.280015869	414787.514242994	392884.786480036	406062.879903583	418035.855736586	438117.679449585	588033.664466991	508442.453245756	420030.102768963	4258078.33435369
FT00397	164.066976280886	164.066917872062	164.06708646962	37.3631965937675	36.7798539271798	38.8860144352469	16963400.2745675	14150980.5336812	16607009.8986686	16082956.2358441	17167334.7430966	15128110.1048554	17168727.2108819	16780471.5639737	15026546.8593012	17846551.3693584	20683115.2342006	17614393.9455143	26700756.8633047
FT00430	165.054561123078	165.054478434968	165.054620236345	522.130698729503	521.439590441691	522.610490418123	23726619.8946819	31013619.0675347	31964793.2411181	25977089.2367944	25776608.9304656	24023942.4395184	24854584.9856408	34711423.6698158	33566183.2204204	31896672.9096213	28359693.8526919	35323835.5774447	48509041.1674717
FT00438	165.09115752321	165.091071884381	165.091230551754	348.29174824021	347.383861402365	348.842447203502	20185641.5057044	16010438.5575406	16459546.0813484	14551566.3311911	17682783.3313923	16511631.0935608	16385457.3989766	19603060.8709204	21292036.8639253	16750942.410515	22472535.8440555	17871478.0381005	3741439.11264273
FT00444	165.112433387051	165.112363691509	165.112501419416	133.352687503634	132.700318501061	133.626761148858	3634212.93237442	3653065.50982103	3940927.66545052	4932724.19441595	4821048.09558075	5496883.36485382	4068248.58298027	4931283.57698226	4380295.87618059	4608929.86682264	4039280.75953305	4519417.0965949	1056223.70576281
FT00447	165.1134402746	165.113007266498	165.113767051158	741.602811933644	734.075150678038	749.153614743324	23489540.8855571	32737339.6667434	76316934.3526025	20339411.917493	37590201.0932117	27405210.68762	21845445.6182319	67204970.5378741	17261711.6955977	12446026.6542805	19152270.2062758	41048199.6670116	29396567.7033132
FT00452	165.113709502099	165.113551714454	165.113729940068	642.445935666093	635.080422002443	646.079800679065	19405636.3098037	28485867.5932843	18844960.0088454	20209841.1831048	24298117.4992003	23854016.7808228	19228192.4385163	31273730.0600219	14365268.6605613	23258582.5018838	20162954.7242126	14985106.4833741	25851554.3165999
FT00453	165.113654756009	165.113647409228	165.11366210279	688.384385184528	686.851075083091	689.917695285965	44455392.1142489	64147033.5994331	77202691.8912071	59996122.6882858	68508134.2471024	76246918.9208875	49606752.7663346	76453929.1280213	67833726.1837867	56025591.5142873	44908326.731796	83530839.348966	72534256.3859944
FT00454	165.127548124247	165.127442838222	165.127605390561	470.917083237517	460.849615884232	472.219523736862	10456613.3203156	10189742.6801861	11745449.6334928	11390393.8226464	10779033.8486147	7128724.8213669	5489772.59241691	11350474.7223569	12933968.8705197	13021687.1167838	6678826.7921366	11903526.4740102	6600047.39784772
FT00461	165.983020009297	165.982913608511	165.983096895444	836.501327345847	835.315335165384	837.741886318985	7699288.02981046	6333305.30637497	6208964.79850444	6519606.413996	6071327.29899605	6538617.27934987	8520627.14636301	6684713.669485	6795652.35589404	6061436.67500131	9665702.53069338	6511504.58579463	6835829.24320316
FT00467	166.086471517385	166.086433420024	166.08652204069	101.330705521794	100.785937248204	101.875013803823	25614673.890675	26093318.1067056	23682461.83656	25823856.760305	27653556.0371225	27240913.6597251	24078553.141214	21639668.7727065	22365710.7866011	20083726.7843958	21258887.6566383	20851165.9198001	970793.746605301
FT00468	166.086489863911	166.086429074838	166.0865487044	125.093360234055	124.658428086316	125.781237435559	7753056.69148704	7753386.14244514	8524400.62539513	9561629.29970779	9132853.60369286	8620890.07516626	8630880.53094028	8027454.077784	8916132.72599094	7615239.9744855	7996991.75611354	8717110.31051306	575238.71996624
FT00484	166.108810426152	166.108721461341	166.108956869174	804.337427397132	794.660273523475	814.573722613433	15351458.9234461	4817573.79740468	12459935.5185461	7835155.33364798	9410282.87568917	9324382.47903409	16174042.8959387	10091084.7322327	13809607.7247556	8926948.59806159	10741954.7311995	8595719.62012498	9110922.78218438
FT00487	166.108870065638	166.108704468583	166.116863374696	729.720807245898	720.323337295884	741.272504845038	10007745.7296827	15741723.0550518	11540452.4631845	14943722.4674308	8637622.65155624	16330859.4737392	7057441.24307901	17885762.5042188	15794082.722945	21526160.9749578	14979001.4696587	13926107.2885144	10230783.8555721
FT00496	167.012917481474	167.012852574287	167.013041849334	37.1330191708826	36.4918978914017	38.8860144352469	60070926.9632185	54550806.2100693	56249042.9044246	57863289.6472523	57642546.4006786	63907769.7912949	55762108.8637714	54028597.367915	51687188.2478069	60633988.901868	51133675.7365677	52042950.8251498	20265776.1374492
FT00497	167.012879766433	167.012862145599	167.013031013606	67.0027127820594	63.7978638624779	67.4093604320911	18333588.2382056	14198389.448725	13723685.0026479	13611710.9480254	14591529.4103573	13864132.3032623	12799964.1662991	10047494.542462	12448773.2259542	12791284.0491255	17135364.5870453	12971528.0834799	47929069.5423975
FT00498	167.012866209023	167.012842007444	167.012903044664	847.748580535807	846.261109370205	848.596486318985	8173026.17665568	4386105.86153959	4612509.04976767	2647654.71107188	3104585.47084508	3527573.02847365	7317158.09640366	4719167.65493374	4626760.81027503	3979467.13012255	9903399.00359562	4592261.82746102	3981147.05333496
FT00500	167.013036621347	167.013033812007	167.013039430688	119.057533118972	118.251700373095	119.863365864849	17845633.9271064	12760451.709339	12800603.9533623	12272638.9807902	13597225.6511508	13229388.8653679	15423045.4483145	11700784.2834983	11829700.2958087	11583944.2955809	16015338.8248358	11757677.5110417	15116866.6304884
FT00503	167.01300083524	167.01300083524	167.01300083524	110.116592365814	110.116592365814	110.116592365814	7784206.2440106	5944020.23233489	5769618.53671917	5578092.98789521	5943201.04215642	6709891.01946372	6559887.43484637	5791813.35402421	5214972.7526134	5417686.30691399	8851445.34742629	5727468.62766482	9075692.24728891
FT00506	167.012985377752	167.012985377752	167.012985377752	315.093041953047	315.093041953047	315.093041953047	46497216.0226652	32387514.4111002	31353002.4889366	23637465.6335968	25102784.7490251	24766733.7426956	36680506.0903184	28768651.7373492	29792594.0742241	28616818.1720816	40592963.2094973	28334357.3405439	84186797.0256795
FT00508	167.012899070057	167.012899070057	167.012899070057	414.359689055799	414.359689055799	414.359689055799	42357977.5566675	28422182.9172147	28477008.5963114	23342180.4377759	21832732.7841722	24356255.5130204	34195262.2424929	28959014.6734228	26989027.1056772	27333331.2395491	40047014.8291034	26793174.5712072	55436978.6091554
FT00509	167.012930041278	167.012930041278	167.012930041278	460.849615884232	460.849615884232	460.849615884232	10191412.1584489	7183613.0956869	7067001.20581603	5365038.89266647	6566058.00393187	6426402.85647009	8310774.58607732	6856304.77415532	6661418.18763314	6903178.04168972	10640227.4414285	7819688.6054481	12609968.476961
FT00511	167.013018441017	167.013018441017	167.013018441017	167.79657149057	167.79657149057	167.79657149057	9891303.47304847	6690275.14483909	6842971.65121593	6921708.07044409	7301152.64911607	7254117.25854929	7662075.64889868	6475627.88461313	6300379.3180931	6303101.38376147	8705484.52992536	5792877.74078806	17701420.069517
FT00512	167.012898187757	167.012786865234	167.021124999698	836.288627639446	835.228982138834	836.698986156189	76888102.1548466	35075357.7126125	38828323.9612938	39300002.1879899	46877995.5030592	43889428.2480635	77944778.098158	40199849.7554186	41099797.5695548	32946786.8470095	102423275.291565	37371154.9605514	39540571.6155666
FT00514	167.070412049239	167.070315566321	167.070471237804	334.496903505167	334.128292761025	335.538503121442	9889762.20582569	9659940.32539582	10086830.9655206	16475293.1072443	13601332.178862	14536661.722321	10206079.1664491	12936702.1540516	11122332.2747379	11291922.0460818	10372056.2411185	13356160.1449486	1216417.99007889
FT00516	167.081761146201	167.081680577696	167.081933461726	166.46986845628	165.598165526141	166.894170436495	5548199.0313696	7197557.53898058	5161548.27961092	13397584.0347534	13721731.465366	13365260.1707904	6921052.00557043	5680028.08994015	6922269.04600394	4744638.39894614	5625120.88032252	5205772.11950484	111281.252348889
FT00521	167.106850208936	167.106792990833	167.10695178195	245.934960316559	244.941952031687	252.152407948778	19959795.4699857	9817728.41603872	20616802.6808086	9669468.02811413	8892889.22635772	8501303.20032327	21071754.2900507	12235589.9151518	21003547.4774084	19304354.8562002	9407194.58365817	21400862.7265175	3046379.91517525
FT00523	167.106836235159	167.106759004046	167.106872309509	265.715962056684	257.894983932943	266.591873584972	41567716.893619	32492369.1274896	36854959.7301962	22399607.4542867	24397697.5727516	32123210.5471419	34883364.5366945	30922374.9390422	29845941.2446097	28689273.4756824	31246421.7947259	32079703.4900874	3258034.61766828
FT00533	167.129207895207	167.129024546726	167.129274040456	804.580441548969	798.242450493652	818.218259348538	8889811.00699759	7461876.39811027	6577033.45258921	10276425.4504429	28238144.8045475	20617074.0572741	13380148.7084687	14016507.4620122	6824523.64348431	5908906.97812002	10068072.2255913	7259675.54549107	7579852.36445875
FT00534	167.129293480194	167.129176771929	167.129482877711	662.607646705288	654.748151412052	665.622064342399	22835857.695541	15917423.6699977	60246481.1859829	25408542.287477	30215085.8521609	32332160.5043881	9257522.55456416	17697278.2315167	11365364.627986	8384164.35604917	20730965.1462669	10966189.7820472	24870462.8878196
FT00536	167.129282436818	167.129047345279	167.129484647254	673.91322434989	670.186810128694	679.771781512812	9941930.30040744	31771558.5036307	40511084.3229785	4841290.69393205	22112387.1648082	41654605.6019005	23511128.9276441	39838352.8911166	15488896.5612877	21856942.6658753	22803507.8378607	46976948.8818247	50632841.16144
FT00537	167.129107142623	167.128735317889	167.129327785866	745.177472218876	739.902248435027	750.736926937885	9227621.02780101	6544760.11557264	17453077.6465956	7660526.78307847	22068915.2323283	16830002.4206958	10554853.5747305	21132249.6741419	3241866.17666427	8007622.82432244	12038983.0170932	15382165.3700148	7361801.98106998
FT00538	167.129234901814	167.128871706442	167.129399717679	713.421902604918	702.803258653209	719.151854969795	8017983.84428137	16910500.2927181	5246903.59939811	14838768.2918257	13790713.7426177	20297020.5009257	3917997.83405846	14669676.3171588	12012544.2909438	5214260.84781589	7744161.02165141	11384321.1583229	5366341.38413098
FT00539	167.12923550553	167.129172626841	167.129405063899	728.365020701894	725.173206224969	735.759833292425	12299117.4014728	15705916.7087347	10165905.8481272	8371473.82250208	18155253.2325237	26873561.7722453	7703791.61554039	25271536.9540113	9371040.69099934	7435252.21367835	13076608.9326894	14139052.1037733	12711226.4656238
FT00541	167.129332907455	167.129258665427	167.12936569022	637.531478592115	636.256523506529	639.689026997266	18303141.6617402	21786046.3170801	26290811.5446384	16445827.0918552	21057150.3620051	21073889.2713489	18676816.6065863	26263049.6238282	21130553.8417133	19521580.1739825	17659681.6672348	15307783.9529344	11975826.9773541
FT00558	168.088147367335	168.088119334742	168.088205109682	222.619273977976	221.765620043243	223.255729462178	9945209.67360302	11100285.6091657	12236273.6372968	31383312.9240685	33168971.8323575	33117069.92959	12446316.2598033	10925971.0595474	13363491.0563784	11447996.873567	11043449.8098575	12826538.9144739	597821.949910908
FT00563	168.12320630519	168.123134924762	168.123287298653	78.2624384709784	77.5916286759747	79.0561704094625	5879710.80855818	6551144.03585555	6656793.06877246	11670529.7292288	11170316.7563349	10747193.5243013	6394491.00632866	7290896.06692303	7666850.56567366	9397968.26988435	7375360.30050742	7788735.26265207	12963816.5643809
FT00566	168.138462388864	168.138397760525	168.138487679079	92.0493621268044	91.0349691679529	92.6643462542735	9013442.19834347	7033925.5201931	8591520.00006524	22763346.7219773	21743375.0514909	24138815.8314957	8136497.12068049	7678716.30121694	8321617.93360242	6392189.94226412	6232144.65252888	6382905.54521934	526639.17318788
FT00583	169.08608448558	169.081724914497	169.086182444518	213.213890586465	212.848813101475	214.000548999501	27555834.7548821	30106756.3713081	35556308.1588791	31436930.7960612	36392795.0260182	36257753.3393646	34272116.9564488	31828765.8179619	30723642.0641861	30570849.446799	33037128.2988795	33377125.6958659	4654311.56665397
FT00584	169.086094060329	169.085920983378	169.086129278105	279.348101307775	279.142426353879	279.82740175755	32229219.2822429	14576042.3552673	18413014.6719534	11863396.4615488	19936341.892422	17016851.5213121	12430974.6546582	14080791.2238454	18039224.1916285	25130684.1694074	15059049.2067028	17262455.4005172	4380668.23483622
FT00585	169.086114983439	169.08602445182	169.086139738907	255.711551829722	255.298133264151	256.461082638773	24323103.7739451	18727246.8691905	17928644.9237271	23115064.3238637	23012369.9708115	23448098.1389452	19783083.3551819	25503028.5886998	21482276.7635144	19394427.548696	28469833.1794434	22272600.74739	3930728.37504661
FT00586	169.086091893915	169.086043559278	169.086169159317	203.039896132346	202.539802897084	203.733810501774	15303712.1147156	12768670.0443172	15496656.2674826	12212690.1895677	9842159.9967031	13459786.0239109	15511807.2900224	13887619.6027381	13745327.1328551	11956586.2598824	15998214.7625141	13973420.1485071	5984623.25513617
FT00588	169.086115642297	169.086049504251	169.086185677755	190.913346849276	190.356502800838	191.423437263769	10218249.1909082	7211690.40009263	7275414.32015269	8756643.79879764	5693272.96360424	5267169.25090002	10014558.0211418	7053544.57148202	7447690.95323604	8514651.35577495	8984731.64960011	9916928.76643588	5272566.65621481
